Profile;MatchId;PredictionDate;MatchDate;LeagueId;Home;Away;Outcome;OriginalScore;NewScore;ScoreDelta;OriginalBand;NewBand;SignalCount;ActiveSignals
THREE_SIGNALS_MEDIUM;689;2026-07-18;2026-07-19;Sweden_Superettan;Värnamo;Ljungskile;OK;57.46;53.46;-4.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_STRONG;689;2026-07-18;2026-07-19;Sweden_Superettan;Värnamo;Ljungskile;OK;57.46;51.46;-6.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_MEDIUM;689;2026-07-18;2026-07-19;Sweden_Superettan;Värnamo;Ljungskile;OK;57.46;57.46;0.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_STRONG;689;2026-07-18;2026-07-19;Sweden_Superettan;Värnamo;Ljungskile;OK;57.46;57.46;0.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
BASELINE;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;690;2026-07-18;2026-07-19;Sweden_Superettan;Norrkoping;Sandviken;OK;56.93;56.93;0.0;BASSA;BASSA;0;
BASELINE;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;691;2026-07-18;2026-07-19;USA_USLLeagueTwo_PlayOff;Fort Lauderdale;Brave SC;OK;56.02;56.02;0.0;BASSA;BASSA;0;
BASELINE;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;55.51;0.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_LIGHT;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;53.51;-2.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_MEDIUM;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;51.51;-4.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
ACCUMULATION_STRONG;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;49.51;-6.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_LIGHT;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;53.51;-2.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_MEDIUM;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;51.51;-4.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
THREE_SIGNALS_STRONG;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;49.51;-6.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_MEDIUM;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;55.51;0.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
FOUR_SIGNALS_STRONG;692;2026-07-18;2026-07-19;USA_USLLeagueOne;Richmond Kickers;Spokane Velocity;KO;55.51;55.51;0.0;BASSA;BASSA;3;HomePPGLow | WorstPPGLow | HomeWinsLow
BASELINE;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_LIGHT;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_MEDIUM;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_STRONG;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_LIGHT;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_MEDIUM;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_STRONG;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
FOUR_SIGNALS_MEDIUM;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
FOUR_SIGNALS_STRONG;693;2026-07-18;2026-07-19;Australia_NPLNSW;Blacktown City;St. George City;OK;55.47;55.47;0.0;BASSA;BASSA;1;HomeWinsLow
BASELINE;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
ACCUMULATION_LIGHT;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;52.95;-1.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
ACCUMULATION_MEDIUM;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;51.95;-2.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
ACCUMULATION_STRONG;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;50.95;-3.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
THREE_SIGNALS_LIGHT;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
THREE_SIGNALS_MEDIUM;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
THREE_SIGNALS_STRONG;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
FOUR_SIGNALS_MEDIUM;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
FOUR_SIGNALS_STRONG;694;2026-07-18;2026-07-19;USA_USLChampionship;Phoenix Rising;Monterey Bay;OK;53.95;53.95;0.0;BASSA;BASSA;2;HomePPGLow | HomeWinsLow
BASELINE;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;695;2026-07-18;2026-07-19;USA_USLChampionship;Detroit;Indy Eleven;KO;53.35;53.35;0.0;BASSA;BASSA;0;
BASELINE;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;696;2026-07-18;2026-07-19;USA_USLLeagueOne;Fort Wayne;Greenville;OK;51.79;51.79;0.0;BASSA;BASSA;0;
BASELINE;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_LIGHT;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;48.83;-1.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_MEDIUM;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;47.83;-2.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_STRONG;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;46.83;-3.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_LIGHT;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_MEDIUM;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_STRONG;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
FOUR_SIGNALS_MEDIUM;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
FOUR_SIGNALS_STRONG;697;2026-07-18;2026-07-19;USA_USLChampionship;Rhode Island;Hartford Athletic;KO;49.83;49.83;0.0;BASSA;BASSA;2;HomeRestartGFLow | HomeRestartNotReady
BASELINE;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;698;2026-07-18;2026-07-19;Kazakhstan_PremierLeague;Altai;Aktobe;OK;41.7;41.7;0.0;BASSA;BASSA;0;
BASELINE;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
ACCUMULATION_LIGHT;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
ACCUMULATION_MEDIUM;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
ACCUMULATION_STRONG;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
THREE_SIGNALS_LIGHT;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
THREE_SIGNALS_MEDIUM;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
THREE_SIGNALS_STRONG;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_MEDIUM;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
FOUR_SIGNALS_STRONG;699;2026-07-18;2026-07-19;Australia_NPLNSW;Marconi;Sydney Utd;KO;41.68;41.68;0.0;BASSA;BASSA;0;
BASELINE;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
ACCUMULATION_LIGHT;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
ACCUMULATION_MEDIUM;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
ACCUMULATION_STRONG;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
THREE_SIGNALS_LIGHT;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
THREE_SIGNALS_MEDIUM;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
THREE_SIGNALS_STRONG;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
FOUR_SIGNALS_MEDIUM;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
FOUR_SIGNALS_STRONG;700;2026-07-18;2026-07-19;Lithuania_ILyga;Kauno Zalgiris 2;Babrungas;KO;41.56;41.56;0.0;BASSA;BASSA;1;RankingGapHigh
BASELINE;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_LIGHT;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_MEDIUM;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
ACCUMULATION_STRONG;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_LIGHT;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_MEDIUM;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
THREE_SIGNALS_STRONG;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
FOUR_SIGNALS_MEDIUM;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
FOUR_SIGNALS_STRONG;701;2026-07-18;2026-07-19;Lithuania_Toplyga;Dziugas Telsiai;Banga;KO;40.74;40.74;0.0;BASSA;BASSA;1;HomeWinsLow
BASELINE;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
ACCUMULATION_LIGHT;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
ACCUMULATION_MEDIUM;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
ACCUMULATION_STRONG;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
THREE_SIGNALS_LIGHT;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
THREE_SIGNALS_MEDIUM;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
THREE_SIGNALS_STRONG;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
FOUR_SIGNALS_MEDIUM;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
FOUR_SIGNALS_STRONG;702;2026-07-20;2026-07-20;Estonia_EsiliigaB;Tammeka U21;Tallinna Kalev U21;OK;97.74;97.74;0.0;ALTA;ALTA;1;RankingGapHigh
BASELINE;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;83.39;0.0;ALTA;ALTA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_LIGHT;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;78.39;-5.0;ALTA;ALTA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_MEDIUM;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;73.39;-10.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
ACCUMULATION_STRONG;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;68.39;-15.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_LIGHT;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;75.39;-8.0;ALTA;ALTA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_MEDIUM;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;70.39;-13.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
THREE_SIGNALS_STRONG;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;65.39;-18.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
FOUR_SIGNALS_MEDIUM;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;72.39;-11.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
FOUR_SIGNALS_STRONG;703;2026-07-20;2026-07-20;Bolivia_DivisionProfesional;SA Bulo Bulo;Academia del Balompie;OK;83.39;67.39;-16.0;ALTA;MEDIA;6;RankingGapHigh | HomePPGLow | WorstPPGLow | HomeWinsLow | HomeRestartGFLow | HomeRestartNotReady
BASELINE;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
ACCUMULATION_LIGHT;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
ACCUMULATION_MEDIUM;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
ACCUMULATION_STRONG;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
THREE_SIGNALS_LIGHT;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
THREE_SIGNALS_MEDIUM;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
THREE_SIGNALS_STRONG;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
FOUR_SIGNALS_MEDIUM;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
FOUR_SIGNALS_STRONG;704;2026-07-20;2026-07-20;Iceland_BestaDeildKarla;Hafnarfjordur;Breidablik;KO;81.33;81.33;0.0;ALTA;ALTA;0;
BASELINE;705;2026-07-20;2026-07-20;Sweden_Allsvenskan;Orgryte;Djurgarden;KO;77.58;77.58;0.0;ALTA;ALTA;3;RankingGapHigh | HomePPGLow | HomeWinsLow
ACCUMULATION_LIGHT;705;2026-07-20;2026-07-20;Sweden_Allsvenskan;Orgryte;Djurgarden;KO;77.58;75.58;-2.0;ALTA;ALTA;3;RankingGapHigh | HomePPGLow | HomeWinsLow
ACCUMULATION_MEDIUM;705;2026-07-20;2026-07-20;Sweden_Allsvenskan;Orgryte;Djurgarden;KO;77.58;73.58;-4.0;ALTA;MEDIA;3;RankingGapHigh | HomePPGLow | HomeWinsLow
