v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
69.0;60.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;251
69.0;60.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;988
69.0;60.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4395
69.0;60.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5584
69.0;60.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6295
69.0;60.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8755
69.0;60.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7818
69.0;60.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6529
69.0;60.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11302
69.0;61.0;60.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1781
69.0;61.0;61.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1782
69.0;61.0;62.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1783
69.0;61.0;63.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1784
69.0;61.0;64.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1561
69.0;61.0;65.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1768
69.0;61.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1901
69.0;61.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1677
69.0;61.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1436
69.0;61.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1437
69.0;61.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1438
69.0;61.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1270
69.0;61.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1036
69.0;61.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;874
69.0;61.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;531
69.0;61.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;500
69.0;61.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;904
69.0;61.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;157
69.0;61.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;683
69.0;61.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;937
69.0;61.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;2
69.0;61.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;352
69.0;61.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;252
69.0;61.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;989
69.0;61.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4396
69.0;61.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5585
69.0;61.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6296
69.0;61.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8756
69.0;61.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7819
69.0;61.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6530
69.0;61.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11303
69.0;62.0;60.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1785
69.0;62.0;61.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1786
69.0;62.0;62.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1787
69.0;62.0;63.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1788
69.0;62.0;64.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1562
69.0;62.0;65.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1769
69.0;62.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1902
69.0;62.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1678
69.0;62.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1439
69.0;62.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1440
69.0;62.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1441
69.0;62.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1271
69.0;62.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1037
69.0;62.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;875
69.0;62.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;532
69.0;62.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;501
69.0;62.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;905
69.0;62.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;158
69.0;62.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;684
69.0;62.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;938
69.0;62.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;3
69.0;62.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;353
69.0;62.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;253
69.0;62.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;990
69.0;62.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4397
69.0;62.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5586
69.0;62.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6297
69.0;62.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8757
69.0;62.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7820
69.0;62.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6531
69.0;62.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11304
69.0;63.0;60.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1789
69.0;63.0;61.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1790
69.0;63.0;62.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1791
69.0;63.0;63.0;295;229;66;77.63;72.5336;226;180;46;79.65;73.9216;2;70.11;0;1792
69.0;63.0;64.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1563
69.0;63.0;65.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1770
69.0;63.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1903
69.0;63.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1679
69.0;63.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1442
69.0;63.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1443
69.0;63.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1444
69.0;63.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1272
69.0;63.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1038
69.0;63.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;876
69.0;63.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;533
69.0;63.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;502
69.0;63.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;906
69.0;63.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;159
69.0;63.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;685
69.0;63.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;939
69.0;63.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;4
69.0;63.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;354
69.0;63.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;254
69.0;63.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;991
69.0;63.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4398
69.0;63.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5587
69.0;63.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6298
69.0;63.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8758
69.0;63.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7821
69.0;63.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6532
69.0;63.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11305
69.0;64.0;60.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1564
69.0;64.0;61.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1565
69.0;64.0;62.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1566
69.0;64.0;63.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1567
69.0;64.0;64.0;293;228;65;77.82;72.7154;224;179;45;79.91;74.1794;2;70.11;0;1568
69.0;64.0;65.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1771
69.0;64.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1904
69.0;64.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1680
69.0;64.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1445
69.0;64.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1446
69.0;64.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1447
69.0;64.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1273
69.0;64.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1039
69.0;64.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;877
69.0;64.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;534
69.0;64.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;503
69.0;64.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;907
69.0;64.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;160
69.0;64.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;686
69.0;64.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;940
69.0;64.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;5
69.0;64.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;355
69.0;64.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;255
69.0;64.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;992
69.0;64.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4399
69.0;64.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5588
69.0;64.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6299
69.0;64.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8759
69.0;64.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7822
69.0;64.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6533
69.0;64.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11306
69.0;65.0;60.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1772
69.0;65.0;61.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1773
69.0;65.0;62.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1774
69.0;65.0;63.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1775
69.0;65.0;64.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1776
69.0;65.0;65.0;291;226;65;77.66;72.5349;223;178;45;79.82;74.0684;2;70.11;0;1777
69.0;65.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1905
69.0;65.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1681
69.0;65.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1448
69.0;65.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1449
69.0;65.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1450
69.0;65.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1274
69.0;65.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1040
69.0;65.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;878
69.0;65.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;535
69.0;65.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;504
69.0;65.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;908
69.0;65.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;161
69.0;65.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;687
69.0;65.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;941
69.0;65.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;6
69.0;65.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;356
69.0;65.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;256
69.0;65.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;993
69.0;65.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4400
69.0;65.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5589
69.0;65.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6300
69.0;65.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8760
69.0;65.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7823
69.0;65.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6534
69.0;65.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11307
69.0;66.0;60.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1906
69.0;66.0;61.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1907
69.0;66.0;62.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1908
69.0;66.0;63.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1909
69.0;66.0;64.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1910
69.0;66.0;65.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1911
69.0;66.0;66.0;290;225;65;77.59;72.4438;222;177;45;79.73;73.9565;2;70.11;0;1912
69.0;66.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1682
69.0;66.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1451
69.0;66.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1452
69.0;66.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1453
69.0;66.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1275
69.0;66.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1041
69.0;66.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;879
69.0;66.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;536
69.0;66.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;505
69.0;66.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;909
69.0;66.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;162
69.0;66.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;688
69.0;66.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;942
69.0;66.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;7
69.0;66.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;357
69.0;66.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;257
69.0;66.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;994
69.0;66.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4401
69.0;66.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5590
69.0;66.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6301
69.0;66.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8761
69.0;66.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7824
69.0;66.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6535
69.0;66.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11308
69.0;67.0;60.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1683
69.0;67.0;61.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1684
69.0;67.0;62.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1685
69.0;67.0;63.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1686
69.0;67.0;64.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1687
69.0;67.0;65.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1688
69.0;67.0;66.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1689
69.0;67.0;67.0;288;224;64;77.78;72.6283;221;176;45;79.64;73.8437;2;70.93;0;1690
69.0;67.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1454
69.0;67.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1455
69.0;67.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1456
69.0;67.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1276
69.0;67.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1042
69.0;67.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;880
69.0;67.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;537
69.0;67.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;506
69.0;67.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;910
69.0;67.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;163
69.0;67.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;689
69.0;67.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;943
69.0;67.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;8
69.0;67.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;358
69.0;67.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;258
69.0;67.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;995
69.0;67.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4402
69.0;67.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5591
69.0;67.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6302
69.0;67.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8762
69.0;67.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7825
69.0;67.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6536
69.0;67.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11309
69.0;68.0;60.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1457
69.0;68.0;61.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1458
69.0;68.0;62.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1459
69.0;68.0;63.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1460
69.0;68.0;64.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1461
69.0;68.0;65.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1462
69.0;68.0;66.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1463
69.0;68.0;67.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1464
69.0;68.0;68.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1465
69.0;68.0;69.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1466
69.0;68.0;70.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1467
69.0;68.0;71.0;281;220;61;78.29;73.1074;215;172;43;80.0;74.1476;2;70.93;0;1277
69.0;68.0;72.0;275;216;59;78.55;73.3178;211;169;42;80.09;74.1903;2;71.76;0;1043
69.0;68.0;73.0;268;211;57;78.73;73.4439;206;165;41;80.1;74.1158;2;71.08;0;881
69.0;68.0;74.0;258;204;54;79.07;73.6973;198;159;39;80.3;74.2093;2;70.37;0;538
69.0;68.0;75.0;254;201;53;79.13;73.7208;194;156;38;80.41;74.2601;2;70.37;0;507
69.0;68.0;76.0;247;195;52;78.95;73.4394;190;152;38;80.0;73.7431;2;70.51;0;911
69.0;68.0;77.0;237;189;48;79.75;74.1746;184;149;35;80.98;74.6964;2;70.67;0;164
69.0;68.0;78.0;223;177;46;79.37;73.5856;177;144;33;81.36;74.9745;2;69.57;1;690
69.0;68.0;79.0;209;166;43;79.43;73.4379;169;137;32;81.07;74.4931;2;69.23;1;944
69.0;68.0;80.0;194;157;37;80.93;74.8199;159;130;29;81.76;75.0333;2;72.88;0;9
69.0;68.0;81.0;182;146;36;80.22;73.8339;153;124;29;81.05;74.1044;2;72.73;0;359
69.0;68.0;82.0;170;137;33;80.59;73.994;146;118;28;80.82;73.6785;2;74.0;0;259
69.0;68.0;83.0;153;123;30;80.39;73.3897;132;107;25;81.06;73.5348;2;73.81;0;996
69.0;68.0;84.0;141;111;30;78.72;71.253;122;97;25;79.51;71.4976;2;72.5;0;4403
69.0;68.0;85.0;135;106;29;78.52;70.8525;119;94;25;78.99;70.8242;2;72.97;0;5592
69.0;68.0;86.0;130;102;28;78.46;70.6323;116;91;25;78.45;70.1183;2;72.73;0;6303
69.0;68.0;87.0;118;92;26;77.97;69.6721;106;83;23;78.3;69.5403;2;68.97;1;8763
69.0;68.0;88.0;108;85;23;78.7;70.0664;100;78;22;78.0;68.9295;2;72.0;0;7826
69.0;68.0;89.0;98;78;20;79.59;70.5688;90;71;19;78.89;69.365;2;70.83;0;6537
69.0;68.0;90.0;82;64;18;78.05;67.9477;75;58;17;77.33;66.6643;2;71.43;0;11310
69.0;69.0;60.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1468
69.0;69.0;61.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1469
69.0;69.0;62.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1470
69.0;69.0;63.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1471
69.0;69.0;64.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1472
69.0;69.0;65.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1473
69.0;69.0;66.0;286;223;63;77.97;72.8156;219;175;44;79.91;74.107;2;70.93;0;1474
